kode_produk,HNA,HET,UOM,berat_gram,panjang_cm,lebar_cm,tinggi_cm,is_life_saving,volume_cm3,kategori_pengiriman
STAR112,59500,80325,BOX,490,20,12,8,0,"1,920",3
STAR113,59500,80325,BOX,627,20,12,7,0,"1,680",3
STAR114,59500,80325,BOX,490,20,12,8,0,"1,920",3
UBIQ001,340470.05,459634.95,BOX,29.3,11,6,3,0,209,3
DIPR002,529117.35,714308.55,BOX,"4,100.00",2,1,1,0,255,02-A
MARC003,306854.25,414253.45,BOX,108.33,1,1,1,0,540,3
MARC004,305729.7,412735.35,BOX,36,0,0,0,0,264,02-B
XYLO004,244884.15,330593.9,BOX,111.11,1,1,1,0,563,3
EMLA001,44817.95,60503.85,BOX,136.66,1,1,1,0,616,3
TRAC002,312647,422073.45,BOX,68.08,40,29,25,0,358,1
NARO002,438780.2,592353.1,BOX,"3,000.00",3,3,3,0,1,3
XYLO005,543553.75,733797.35,BOX,460,23,16,12,0,"4,546",02-A
XYLO006,237464.5,320577.5,BOX,134.37,4,4,3,0,39,02-B
ARIX002,2785875,3760931.25,BOX,77.25,16,16,5,0,"1,458",02-B
EFFI001,622512.8,840392.45,BOX,29,15,5,3,0,308,3
EFFI002,355721.6,480224.5,BOX,25,12,5,3,0,227,3
REMI001,4636363.25,75968.75,BOX,56,4,4,7,0,116,1
SIMP001,9272727.35,12518182.05,BOX,60,14,5,3,0,182,1
ADON004,123760,148665,BOX,140,23,9,3,0,799,1
ADON005,176800,222763.75,BOX,220,3,22,10,0,"1,011",1
ASPA002,254235,210375,BOX,100,19,9,4,0,721,3
SESD001,171946.5,136743.75,BOX,40,11,4,5,0,208,3
INOL004,116127,156771.45,BOX,20,11,4,3,0,171,3
ADON006,250665,338397.75,BOX,60,11,5,7,0,231,3
TALI001,67460.25,91071.55,BOX,22,11,2,5,0,133,3
ADON007,188496,254469.6,BOX,30,11,4,3,0,168,3
SYMV001,1023400,1381590,BOX,37,7,4,11,0,338,3
SYMV002,1023400,1381590,BOX,37,7,4,11,0,338,3
SYMV003,1023400,1381590,BOX,37,7,4,11,0,338,3
SYMV004,1023400,1381590,BOX,37,7,4,11,0,338,3
RADI004,5555662.05,7500144.15,BOX,"3,000.00",15,13,7,0,"1,937",3
HERB001,245920.3,382461.75,BOX,40,11,5,3,0,213,3
HERB003,576924.75,778848.2,BOX,60,10,6,4,0,362,3
HERB005,253266,381199.5,BOX,30,7,25,11,0,232,3
HERB006,366409.5,2867832,BOX,40,12,8,2,0,315,3
MAIN001,181050,111382.3,BOX,20,12,5,1,0,137,3
TANA001,262650,354577.5,BOX,20,10,4,2,0,106,3
TANA002,355980,480573,BOX,20,10,4,2,0,106,3
LIVA001,191250,258187.5,BOX,20,2,5,12,0,123,3
HERB018,2295000,3098250,BOX,140,23,3,7,1,688,3
MAIN007,124695,168338.25,BOX,20,12,5,1,0,95,3
HERB023,484270.5,653764.75,BOX,60,6,10,4,0,350,3
HERB024,525009.3,708762.3,BOX,60,6,10,4,0,350,3
TANA009,273837.7,369681.15,BOX,20,3,4,10,0,191,3
TANA010,509694,688086.9,BOX,20,3,4,10,0,191,3
LIVA002,318750,430312.5,BOX,30,2,12,5,0,108,3
YOUV001,68574.6,92576.05,BOX,168,8,10,15,0,"1,281",3
YOUV002,68574.6,92576.05,BOX,168,8,10,15,0,214,3
YOUV003,45888.1,61948.85,PCH,133,12,6,20,0,641,3
YOUV004,45888.1,61948.85,PCH,120,20,12,20,0,641,3
YOUV005,103033.6,139095.7,BOX,120,10,8,15,0,214,3
YOUV007,85802.4,115832.9,BOX,168,10,8,15,0,"1,292",3
YOUV008,68574.6,92576.05,BOX,168,10,8,15,0,"1,292",3
YOUV013,40145.5,54196.85,PCH,65,16,10,4,0,560,3
YOUV014,54478.2,73545.4,PCH,200,17,8,1,0,"1,500",3
YOUV015,68861.9,92963.65,PCH,145,6,12,20,0,667,3
YOUV016,57375,77456.25,PCH,145,6,12,20,0,667,3
YOUV019,75464.7,101877.6,BOX,225,10,8,15,0,1,3
YOUV020,45888.1,61948.85,PCH,145,12,7,20,0,667,3
YOUV022,68574.6,92576.05,BOX,225,10,8,15,0,1,3
YOUV023,45888.1,61948.85,PCH,145,12,7,20,0,667,3
YOUV024,86091.4,116223.05,BAG,240,14,7,23,0,"2,093",3
YOUV025,86091.4,116223.05,BAG,240,14,7,23,0,"2,093",3
YOUV026,103035.3,139097.4,BOX,168,10,8,15,0,"7,750",3
YOUV028,103033.6,139095.7,BOX,186,10,8,15,0,"7,750",3
REVO007,314500,424575,BOX,820,22,15,15,0,618,3
REVO008,321300,433755,BOX,40,18,3,11,0,618,3
REVO012,408000,550800,BOX,40,18,3,11,0,618,3
SIMP003,192100,259335,BOX,20,14,3,9,0,371,3
SIMP004,205700,277695,BOX,20,14,3,9,0,371,3
SIMP005,233750,315562.5,BOX,20,14,3,9,0,371,3
SIMP006,252450,340807.5,BOX,20,14,3,9,0,371,3
SIMP007,269450,363757.5,BOX,20,14,3,9,0,371,3
SIMP008,304300,410805,BOX,20,14,3,9,0,371,3
REVO013,299200,403920,BOX,40,18,3,11,0,618,3
REVO014,327250,441787.5,BOX,40,18,3,11,0,618,3
REVO015,345950,467032.5,BOX,40,18,3,11,0,618,3
DEFE004,25500,34425,VL,20,2,2,4,0,19,1
VANG008,74800,100980,VL,20,2,2,4,0,39,1
VANG009,85850,115897.5,VL,20,2,2,4,0,39,1
VANG010,90100,121635,VL,20,2,2,4,0,39,1
FELO005,74800,100980,VL,20,2,2,4,0,38,1
FELO006,90100,121635,VL,20,2,2,4,0,38,1
BRON003,35700,48195,VL,20,2,2,4,0,19,1
APOQ001,1156850,1561747.5,BTL,40,4,4,8,0,195,02-A
APOQ002,1286050,1736167.5,BTL,40,4,4,8,0,195,02-A
APOQ003,2571250,3471187.5,BTL,80,4,4,8,0,195,02-A
CYTO011,1198500,1617975,BOX,11,5,3,7,0,130,1
CYTO012,1436500,1939275,BOX,11,5,3,7,0,130,1
CYTO014,1912500,2581875,BOX,11,5,3,7,0,130,1
QUIC005,2898500,3912975,BOX,180,17,10,12,0,"1,881",1
CLAV002,100300,135405,BTL,20,6,4,10,0,248,02-A
RIMA002,209100,282285,BTL,40,6,4,7,0,146,3
CAZI005,162350,219172.5,BLS,10,7,1,14,0,48,3
DECT002,188700,254745,VL,120,5,5,9,0,331,3
ORBE003,3060000,4131000,BOX,"2,240.00",37,24,20,0,"17,938",3
TERR015,76500,103275,BTL,214,5,5,9,0,384,02-B
BIOC006,4408142.5,5950992.8,DRM,"28,000.00",28,28,45,0,"34,888",3
EXCE005,522750,705712.5,BTL,100,5,5,10,0,766,1
POUL015,212500,286875,VL,40,3,3,6,0,55,1
AEPO002,168725,227778.75,VL,40,2,2,4,0,16,1
PROV009,1847475,2494091.25,BTL,500,8,8,17,0,"1,056",1
TRIR002,802400,1083240,BTL,500,20,2,4,0,"1,224",1
VACH001,136000,183600,VL,40,2,2,4,0,97,1
POUL011,354875,479081.25,BTL,500,8,8,16,0,"1,224",1
MGBA001,960500,1296675,BTL,500,8,8,17,0,"1,224",1
POUL014,669375,903656.25,BTL,100,4,4,7,0,104,1
VSCO001,3958450,5343907.5,BOX,630,20,14,13,0,"3,640",1
VSCO002,7127250,9621787.5,BOX,"1,230.00",42,14,13,0,"7,644",1
VSCR001,3161150,4267552.5,BOX,630,20,14,13,0,"3,640",1
VSEL001,2120750,2863012.5,BOX,630,20,14,13,0,"3,640",1
VSPH001,2095250,2828587.5,BOX,630,20,14,13,0,"3,640",1
VSPR002,5731550,7737592.5,BOX,"1,230.00",42,13,12,0,"6,552",1
VSHE001,382500,516375,BTL,180,32,26,37,0,"30,368",1
VSHM003,4196450,5665207.5,BOX,"13,580.00",38,27,34,0,"34,884",3
