kode_produk,HNA,HET,UOM,berat_gram,panjang_cm,lebar_cm,tinggi_cm,is_life_saving,volume_cm3,kategori_pengiriman
GARN004,24395,32933.25,TUB,125,5,8,14,0,518,3
GARN003,24395,32933.25,TUB,128,5,8,14,0,518,3
LORE006,49640,67014,TUB,118,6,3,16,0,303,3
LORE005,88485,119454.75,BTL,156,4,6,12,0,270,3
GARN002,24395,32933.25,TUB,121,5,8,14,0,518,3
LORE004,98345,132765.75,BTL,242,4,7,17,0,403,3
GARN001,24395,32933.25,TUB,125,5,8,14,0,518,3
LORE048,49640,67014,BTL,115,36,60,160,0,346,3
GARN051,18870,25474.5,PCS,33,25,25,40,0,"25,000",3
GARN050,12665,17097.75,TUB,65.3,29,29,45,0,"37,845",3
GARN049,14280,19278,BTL,57,48,48,25,0,"57,600",3
GARN048,123675,166961.25,BOX,50.5,2,9,11,0,201,3
GARN046,15300,20655,SAC,36,1,12,18,0,105,3
GARN045,19465,26277.75,SAC,36,0,13,18,0,68,3
GARN044,12665,17097.75,SAC,7,0,8,14,0,35,3
GARN043,15300,20655,SAC,36,13,0,18,0,68,3
GARN041,15300,20655,SAC,39,1,12,18,0,105,3
GARN040,15300,20655,SAC,32,13,1,18,0,114,3
GARN039,15300,20655,SAC,32,13,1,18,0,114,3
BIOL076,195500,263925,BTL,"1,170.00",8,8,26,0,"2,244",3
BIOL063,195500,263925,BTL,"1,090.00",8,8,26,0,"1,768",3
BIOL068,195500,263925,BTL,"1,090.00",8,8,26,0,"2,368",3
BIOL072,195500,263925,BTL,"1,090.00",8,8,26,0,"2,451",3
BIOL080,195500,263925,BTL,"1,100.00",8,8,26,0,"1,762",3
BIOL087,195500,263925,BTL,"1,170.00",8,8,26,0,"2,329",3
BIOL059,195500,263925,BTL,"1,090.00",8,8,27,0,"2,391",3
BIOL061,80750,109012.5,BTL,226,8,5,18,0,578,3
BIOL079,80750,109012.5,BTL,215,8,5,18,0,578,3
BIOL070,46750,63112.5,BTL,119,6,3,16,0,449,3
BIOL085,46750,63112.5,BTL,141,6,3,16,0,449,3
BIOL057,46750,63112.5,BTL,119,6,3,16,0,449,3
BIOL055,79050,106717.5,BTL,441,5,5,22,0,932,3
BIOL083,59500,80325,TUB,121,7,5,13,0,453,3
BIOL065,59500,80325,TUB,121,8,5,14,0,489,3
BIOL056,59500,80325,TUB,121,8,5,13,0,488,3
BIOL062,127500,172125,BTL,538,10,10,9,0,895,3
BIOL071,127500,172125,BTL,560,10,10,9,0,884,3
BIOL086,148750,200812.5,BTL,560,10,10,9,0,902,3
BIOL078,98600,133110,BTL,526,11,11,8,0,926,3
BIOL074,98600,133110,BTL,538,10,10,9,0,884,3
BIOL067,98600,133110,BTL,560,10,10,9,0,884,3
BIOL058,98600,133110,BTL,560,10,10,9,0,895,3
BIOL054,263500,355725,BOX,244.36,18,9,5,0,753,3
BIOL081,169150,228352.5,BOX,186.6,12,2,2,0,38,3
BIOL089,119000,160650,BTL,"1,130.00",12,12,12,0,"1,861",3
BIOL090,76500,103275,BTL,585,10,10,10,0,"1,000",3
BIOL075,51000,68850,BTL,123,4,4,16,0,300,3
BIOL082,95200,128520,BTL,123,5,3,16,0,240,3
BIOL084,95200,128520,BTL,127,4,4,15,0,184,3
BIOL077,78200,105570,BTL,228,4,4,16,0,469,3
BIOL064,78200,105570,BTL,233,5,5,16,0,330,3
BIOL069,78200,105570,BTL,228,5,5,16,0,599,3
BIOL073,78200,105570,BTL,233,5,5,17,0,599,3
BIOL060,78200,105570,BTL,232.8,5,5,16,0,599,3
BIOL088,78200,105570,BTL,228,4,4,16,0,469,3
MATR081,114750,154912.5,PCH,"1,080.90",9,9,24,0,"1,950",3
MATR095,114750,154912.5,BTL,"1,000.00",9,9,24,0,"1,745",3
MATR082,68000,91800,PCH,520,3,13,6,0,234,3
MATR075,42500,57375,BTL,135,6,4,15,0,358,3
MATR074,98600,133110,BTL,560,10,10,4,0,350,3
MATR076,98600,133110,BTL,560,10,10,9,0,884,3
MATR078,63750,86062.5,BTL,121,4,4,15,0,178,3
MATR077,95200,128520,BTL,127,4,4,15,0,295,3
MATR079,195500,263925,BTL,"1,100.00",8,8,26,0,"2,441",3
MATR080,75650,102127.5,BTL,240,5,5,17,0,481,3
MATR094,75650,102127.5,BTL,240,5,5,17,0,334,3
MATR083,69700,94095,PCH,130,14,3,16,0,648,3
MATR084,69700,94095,PCH,130,14,3,16,0,648,3
MATR087,148750,200812.5,PCH,520,13,6,23,0,"1,786",3
MATR088,148750,200812.5,PCH,520,13,6,23,0,"1,786",3
MATR089,148750,200812.5,PCH,520,13,6,23,0,"1,786",3
MATR093,119000,160650,PCH,520,13,6,23,0,"1,786",3
MATR092,119000,160650,PCH,520,13,6,23,0,"1,778",3
MATR090,119000,160650,PCH,520,13,6,23,0,"1,789",3
MATR091,119000,160650,PCH,520,13,6,23,0,"1,778",3
MATR085,61200,82620,PCH,270,14,3,16,0,648,3
MATR086,61200,82620,PCH,269,14,3,16,0,648,3
MATR007,114750,154912.5,BTL,"1,080.90",9,9,24,0,"1,763",3
MATR008,114750,154912.5,BTL,"1,080.90",9,9,24,0,"1,763",3
MATR009,114750,154912.5,BTL,"1,080.90",9,9,24,0,"1,763",3
MATR006,28050,37867.5,BTL,151.3,5,5,11,0,263,3
MATR005,28050,37867.5,BTL,157.3,5,5,11,0,263,3
MATR038,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR041,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR040,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR039,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR035,67150,90652.5,BOX,112.5,5,4,18,0,371,3
MATR036,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR033,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR031,67150,90652.5,BOX,112.5,5,4,18,0,371,3
MATR030,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR028,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR027,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR026,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR029,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR024,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR023,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR022,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR020,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR019,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR034,67150,90652.5,BOX,112.5,5,4,18,0,371,3
MATR015,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR016,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR011,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR037,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR032,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR025,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR018,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR021,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR017,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR014,67150,90652.5,BOX,90,5,4,18,0,292,3
MATR013,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR010,67150,90652.5,BOX,112.5,9,9,24,0,"1,763",3
MATR012,67150,90652.5,BOX,112.5,5,4,18,0,292,3
MATR042,306000,413100,PCH,520,5,4,18,0,292,3
MATR072,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR071,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR070,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR069,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR068,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR067,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR064,84150,113602.5,BOX,100,5,4,19,0,293,3
MATR060,84150,113602.5,BOX,120,5,4,19,0,293,3
MATR048,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR047,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR054,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR053,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR052,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR050,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR049,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR045,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR043,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR066,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR046,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR051,84150,113602.5,BOX,112.5,5,4,18,0,292,3
MATR044,84150,113602.5,BOX,112.5,5,4,18,0,292,3
VISC003,340000,548658,BOX,55,16,10,3,0,410,1
PREV003,340000,548658,BOX,60,16,9,3,0,570,1
EVER001,1275000,1721250,Ea,28,22,14,5,0,"1,677",3
TELE001,8444750,11400412.5,PCS,500,30,3,30,0,"2,700",3
EXPO002,9350000,12622500,PCS,500,111,11,3,0,"3,663",3
SPRI007,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI008,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI009,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI014,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI022,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI025,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI027,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI015,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP007,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP012,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP013,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SPRI032,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP019,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP023,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP024,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP040,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP048,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
NCSP049,4250000,5737500,Ea,135,6,4,5,0,"1,000",3
SEMI040,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI041,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI043,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI044,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI046,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI047,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI022,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI023,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI024,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI026,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI009,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI013,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI016,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI018,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI020,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI036,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI037,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI031,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI049,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI051,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI054,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI055,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI057,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI060,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI062,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI063,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI064,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC007,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC010,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC011,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC017,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC018,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC021,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC025,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC026,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC027,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC029,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC032,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC034,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC036,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC037,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC038,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC040,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC042,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC045,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC046,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC047,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC048,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC049,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
NONC050,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI027,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI028,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI029,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI030,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI033,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI034,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
SEMI035,6375000,8606250,BOX,900,40,20,30,0,"24,000",3
LAUN007,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN008,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN010,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN011,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN014,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN020,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN021,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN022,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN023,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN024,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN025,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN026,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN027,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN028,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN029,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN033,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN035,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN036,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN038,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN041,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN045,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN048,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN049,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN050,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN051,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN052,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN053,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN055,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN060,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN061,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN062,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN063,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN066,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN088,1955000,2639250,Ea,220,111,11,2,0,"2,337",3
LAUN091,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN093,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN096,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN097,1955000,2639250,Ea,220,111,11,2,0,"2,442",3
LAUN106,1955000,2639250,PCS,220,111,11,2,0,"2,442",3
INTU001,1955000,2639250,Ea,5.44,29,11,2,0,712,3
INTU002,1955000,2639250,Ea,5.44,29,11,2,0,712,3
DXTE001,510000,688500,Ea,500,120,10,4,0,"4,800",3
DXTE004,510000,688500,Ea,500,120,10,4,0,"4,800",3
DXTE007,510000,688500,Ea,500,120,10,4,0,"4,800",3
DXTE008,510000,688500,Ea,500,120,10,4,0,"4,800",3
DXTE017,510000,688500,Ea,500,120,10,4,0,"4,800",3
DXTE020,510000,688500,Ea,500,120,10,4,0,"4,800",3
DXTE021,510000,688500,Ea,500,120,10,4,0,"4,800",3
DXTE035,510000,688500,Ea,80,140,11,1,0,"1,232",3
RESO002,14450000,19507500,Ea,225,27,22,2,0,957,3
RESO013,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO014,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO015,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO016,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO017,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO018,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO019,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO020,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO021,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO023,14450000,19507500,Ea,224,6,4,5,0,"1,000",3
RESO024,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO025,14450000,19507500,Ea,221,6,4,5,0,"1,000",3
RESO026,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO027,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO029,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO030,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO031,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO032,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO033,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO034,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO035,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO036,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO037,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO038,14450000,19507500,Ea,222,6,4,5,0,"1,000",3
RESO041,14450000,19507500,Ea,221,6,4,5,0,"1,000",3
RESO003,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO004,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO005,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO006,14450000,19507500,Ea,220,6,4,5,0,"1,000",3
RESO008,14450000,19507500,Ea,221,6,4,5,0,"1,000",3
RESO009,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO010,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO011,14450000,19507500,Ea,225,6,4,5,0,"1,000",3
RESO012,14450000,19507500,Ea,224,6,4,5,0,"1,000",3
RESO042,14450000,19507500,Ea,221,27,22,2,0,957,3
RESO043,14450000,19507500,Ea,221,27,22,2,0,957,3
RESO044,14450000,19507500,Ea,221,27,22,2,0,957,3
RESO046,14450000,19507500,Ea,221,27,22,2,0,957,3
RESO047,14450000,19507500,Ea,221,27,22,2,0,957,3
RESO049,14450000,19507500,Ea,22.1,27,22,2,0,957,3
RESO050,14450000,19507500,Ea,22.1,27,22,2,0,957,3
ENDE029,12750000,17212500,Ea,278,36,29,2,0,"2,088",3
RONY002,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY023,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY040,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY051,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY052,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY037,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY038,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY025,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY026,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY041,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY042,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY053,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY054,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY055,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY057,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY058,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY066,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY067,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY006,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY010,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY045,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY011,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY012,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY020,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY030,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY013,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY073,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY050,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY015,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY034,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY016,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY032,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY036,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY003,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY004,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY043,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY044,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY063,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY064,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY065,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY056,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY060,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY069,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY007,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY008,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY027,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY028,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY071,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY018,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY022,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY047,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
RONY048,22950000,30982500,Ea,221,265,223,17,1,"1,004",02-A
BUTT001,208250,281137.5,PCS,81,25,8,2,0,400,3
VALL005,244462.55,330024.4,PCS,70,23,21,1,0,483,3
NEON003,426700,576045,PCS,640,23,19,1,0,437,3
VALL003,116450,157207.5,PCS,78,13,16,0,0,21,3
VALL004,331500,447525,PCH,26,25,24,2,0,"1,200",3
ELEC003,466650,629977.5,PCS,70,21,9,7,0,"1,323",3
LECT001,55250,74587.5,PCS,40,11,17,1,0,187,3
RELI007,96099.3,129733.8,PCS,80,26,6,3,0,390,3
LFLI004,14532875,19619381.25,Ea,250,45,25,7,0,"7,875",3
APPO003,255000,344250,PCS,90,11,17,2,0,374,3
SURG055,595000,803250,PCS,79,47,20,2,0,"1,880",3
SURG056,467500,631125,PCS,79,49,8,2,0,784,3
SURG057,510000,688500,PCS,100,26,12,6,0,"1,872",3
ENDO032,1360000,1836000,PCS,167,56,16,2,0,"1,792",3
ENDO033,2805000,3786750,PCS,527,56,29,4,0,"6,496",3
EEAA002,5950000,8032500,PCS,967,65,20,5,0,"6,500",3
VERS053,1190000,1606500,PCS,130,20,11,4,0,880,3
VERS054,1360000,1836000,PCS,100,25,16,4,0,"1,600",3
VERS055,1360000,1836000,PCS,100,25,11,6,0,"1,650",3
VERS056,1360000,1836000,PCS,100,25,11,6,0,"1,650",3
VERS058,1360000,1836000,PCS,100,25,11,6,0,"1,650",3
VERS059,1360000,1836000,PCS,100,28,11,6,0,"1,848",3
VERS060,1360000,1836000,PCS,100,28,11,6,0,"1,848",3
VERS061,1360000,1836000,PCS,100,29,19,6,0,"3,306",3
VERS062,1530000,2065500,PCS,100,28,11,6,0,"1,848",3
VERS063,1530000,2065500,PCS,100,26,12,6,0,"1,872",3
VERS065,1870000,2524500,PCS,100,26,12,6,0,"1,872",3
VERS066,1275000,1721250,PCS,50,35,13,3,0,"1,365",3
ENDO025,4420000,5967000,PCS,512,59,27,4,0,"6,372",3
ENDO026,2550000,3442500,PCS,527,56,29,4,0,"6,496",3
ENDO027,1445000,1950750,PCS,208,57,17,3,0,"2,907",3
ENDO028,1700000,2295000,PCS,175,57,17,3,0,"2,907",3
ENDO029,1530000,2065500,PCS,175,57,17,3,0,"2,907",3
ENDO030,1530000,2065500,PCS,175,57,17,3,0,"2,907",3
SURG054,340000,459000,PCS,30,26,12,2,0,624,3
ENDO031,1020000,1377000,PCS,30,26,12,2,0,624,3
AUTO014,255000,344250,PCS,30,13,12,1,0,156,3
EEAA004,5950000,8032500,PCS,967,65,20,5,0,"6,500",3
EEAA005,5950000,8032500,PCS,967,65,20,5,0,"6,500",3
GIAA003,3230000,4360500,PCS,550,43,15,4,0,"2,580",3
GIAA004,3230000,4360500,PCS,550,43,15,4,0,"2,580",3
GIAA007,850000,1147500,PCS,33,15,7,2,0,210,3
GIAA009,850000,1147500,PCS,30,19,12,1,0,228,3
GIAA010,850000,1147500,PCS,30,19,12,1,0,228,3
EEAA006,5695000,7688250,PCS,"1,187.00",56,28,7,0,"10,976",3
KANG003,2720000,3672000,PCS,"1,200.00",56,28,8,0,"12,544",3
ENDO034,2550000,3442500,PCS,100,28,11,3,0,924,3
ENDO036,2550000,3442500,PCS,100,28,11,3,0,924,3
ENDO037,2550000,3442500,PCS,100,28,11,3,0,924,3
ENDO038,2550000,3442500,PCS,130,28,11,3,0,924,3
ENDO039,2550000,3442500,PCS,120,28,11,3,0,924,3
ENDO041,4250000,5737500,PCS,780,50,24,8,0,"9,600",3
